Size,Orien,Match,Probe,Target,correct_response,Task
F,F,F,耳環就在盒子旁邊,STI/Filler/078-cassette_cassette.jpg,f,V
F,F,F,小麥長在麥田裡,STI/Filler/089-chronometre_stop-watch.jpg,f,V
F,F,F,救生圈被放在甲板上,STI/Filler/294-ventilateur_fan.jpg,f,V
F,F,F,貨物列車在鐵路上行駛,STI/Filler/293-usine_factory.jpg,f,V
F,F,F,戰艦航行在大海,STI/Filler/240-pont_bridge.jpg,f,V
F,F,F,床舖就放在房間裡,STI/Filler/airhockeytable.jpg,f,V
F,F,F,直昇機正停在跑道上,STI/Filler/ferry.jpg,f,V
F,F,F,那台警車行駛在馬路上,STI/Filler/282-tractopelle_digger.jpg,f,V
F,F,F,木筏正向碼頭移動,STI/Filler/cow.jpg,f,V
F,F,F,那隻牛生活在農場裡,STI/Filler/boxtrailer.jpg,f,V
F,F,F,教堂在廣場旁邊,STI/Filler/093-chapiteau_big-top.jpg,f,V
F,F,F,那間小屋位在森林裡,STI/Filler/barn.jpg,f,V
F,F,F,那艘軍艦正駛向港口,STI/Filler/freighttruck.jpg,f,V
F,F,F,那台電動機車行駛在隧道裡,STI/Filler/desk02.jpg,f,V
F,F,F,那間雞舍在花園裡,STI/Filler/025-barre_bar.jpg,f,V
F,F,F,那件帳篷架在空地上,STI/Filler/castle.jpg,f,V
F,F,F,那台休旅車在馬路上行駛,STI/Filler/027-batterie_drum-set.jpg,f,V
F,F,F,那台雲梯車行駛在馬路上,STI/Filler/sailboat.jpg,f,V
F,F,F,烘衣機放在浴室裡,STI/Filler/260-sapin_fir-tree.jpg,f,V
F,F,F,那台卡車停在工廠裡,STI/Filler/071-bateau_boat.jpg,f,V
F,F,F,機庫就在飛機旁邊,STI/Filler/church.jpg,f,V
F,F,F,那座燈塔位於港口入口,STI/Filler/submarine.jpg,f,V
F,F,F,那盞桌燈就擺在店裡,STI/Filler/dentalfloss03b.jpg,f,V
F,F,F,城堡就建在山上,STI/Filler/lighthouse.jpg,f,V
F,F,F,貨輪航行到港口,STI/Filler/Generic_High_Speed_Train_01.jpg,f,V
F,F,F,那台摩托車停在停車場裡,STI/Filler/035-bibliotheque_book-shelves.jpg,f,V
F,F,F,那顆球就在桌球桌上,STI/Filler/faucet.jpg,f,V
F,F,F,那台計算器放在桌子上,STI/Filler/strap.jpg,f,V
F,F,F,那支瑞士刀放在桌子上,STI/Filler/filmroll.jpg,f,V
F,F,F,鬧鐘被放在床上,STI/Filler/flower.jpg,f,V
F,F,F,手電筒放在手提箱中,STI/Filler/scrubbingbrush05b.jpg,f,V
F,F,F,魔術方塊就在架子上,STI/Filler/solderingiron.jpg,f,V
F,F,F,電腦顯示器放在書桌上,STI/Filler/fryingpan02a.jpg,f,V
F,F,F,飛鏢盤就掛在牆上,STI/Filler/mirror.jpg,f,V
F,F,F,杯子放在餐桌上,STI/Filler/kiwi03.jpg,f,V
F,F,F,有隻蝦子在水族箱中,STI/Filler/laptopopen.jpg,f,V
F,F,F,有顆牙齒在鐵盤之中,STI/Filler/156-hot-dog_hot-dog.jpg,f,V
F,F,F,電話設置在茶几上,STI/Filler/briefcaseclosed.jpg,f,V
F,F,F,文件夾就在書架上,STI/Filler/pillow.jpg,f,V
F,F,F,氣球在小孩子的手裡,STI/Filler/pill.jpg,f,V
F,F,F,那盞燈安裝在牆上,STI/Filler/ribbon04.jpg,f,V
F,F,F,籃球架就設置在球場邊,STI/Filler/uprightpiano01.jpg,f,V
F,F,F,書架放置在房間裡,STI/Filler/briefcaseclosed.jpg,f,V
F,F,F,電風扇裝在天花板,STI/Filler/chair.jpg,f,V
F,F,F,辦公椅放在辦公室裡,STI/Filler/microwave.jpg,f,V
F,F,F,影印機在桌子旁邊,STI/Filler/cooler01.jpg,f,V
F,F,F,乒乓球桌就在房間裡,STI/Filler/020-baignoire_bathtub.jpg,f,V
F,F,F,那間狗屋蓋在大門旁,STI/Filler/ironbarrel.jpg,f,V
F,F,F,雨傘被放在海灘上,STI/Filler/tv.jpg,f,V
F,F,F,大白菜就放在貨架上,STI/Filler/umbrellaopen.jpg,f,V
F,F,F,錘子放在工作桌上,STI/Filler/rubikcube.jpg,f,V
F,F,F,玩具恐龍站立在桌子上,STI/Filler/usbkey.jpg,f,V
F,F,F,撲克牌在魔術師手中,STI/Filler/weight01.jpg,f,V
F,F,F,碼錶就在教練手中,STI/Filler/wheel01.jpg,f,V
F,F,F,垃圾桶設在人行道上,STI/Filler/woodboard.jpg,f,V
